Number,Name,WeightGrams,ClassificationName,Code
755,Smulpajdeg gräddad,100,R Land/område,R0376
756,Paj köttfärs,100,A Gruppindelning EuroFIR,A0799
756,Paj köttfärs,100,B Artklassificering,B1161
756,Paj köttfärs,100,C Del av växt/djur,C0268
756,Paj köttfärs,100,E Fysisk form,E0107
756,Paj köttfärs,100,F Värmebehandling,F0014
756,Paj köttfärs,100,G Tillagning,G0005
756,Paj köttfärs,100,H Industriell process,H0225
756,Paj köttfärs,100,J Konserveringsmetod,J0003
756,Paj köttfärs,100,K Förpackningsmedium,K0003
756,Paj köttfärs,100,M Förpackningstyp,M0003
756,Paj köttfärs,100,N Förpackningsmaterial,N0003
756,Paj köttfärs,100,P Etikettinfo,P0026
756,Paj köttfärs,100,R Land/område,R0376
757,Paj kyckling bacon,100,A Gruppindelning EuroFIR,A0822
757,Paj kyckling bacon,100,B Artklassificering,B1713
757,Paj kyckling bacon,100,C Del av växt/djur,C0125
757,Paj kyckling bacon,100,E Fysisk form,E0107
757,Paj kyckling bacon,100,F Värmebehandling,F0014
757,Paj kyckling bacon,100,G Tillagning,G0005
757,Paj kyckling bacon,100,H Industriell process,H0225
757,Paj kyckling bacon,100,J Konserveringsmetod,J0003
757,Paj kyckling bacon,100,K Förpackningsmedium,K0003
757,Paj kyckling bacon,100,M Förpackningstyp,M0003
757,Paj kyckling bacon,100,N Förpackningsmaterial,N0003
757,Paj kyckling bacon,100,P Etikettinfo,P0026
757,Paj kyckling bacon,100,R Land/område,R0376
758,Pirog m köttfärsfyllning,100,A Gruppindelning EuroFIR,A0799
758,Pirog m köttfärsfyllning,100,B Artklassificering,B1201
758,Pirog m köttfärsfyllning,100,C Del av växt/djur,C0175
758,Pirog m köttfärsfyllning,100,E Fysisk form,E0105
758,Pirog m köttfärsfyllning,100,F Värmebehandling,F0014
758,Pirog m köttfärsfyllning,100,G Tillagning,G0005
758,Pirog m köttfärsfyllning,100,H Industriell process,H0225
758,Pirog m köttfärsfyllning,100,J Konserveringsmetod,J0003
758,Pirog m köttfärsfyllning,100,K Förpackningsmedium,K0003
758,Pirog m köttfärsfyllning,100,M Förpackningstyp,M0003
758,Pirog m köttfärsfyllning,100,N Förpackningsmaterial,N0003
758,Pirog m köttfärsfyllning,100,P Etikettinfo,P0026
758,Pirog m köttfärsfyllning,100,R Land/område,R0376
759,Pizza m skinka champinjoner lök sardeller,100,A Gruppindelning EuroFIR,A0822
759,Pizza m skinka champinjoner lök sardeller,100,B Artklassificering,B1312
759,Pizza m skinka champinjoner lök sardeller,100,C Del av växt/djur,C0134
759,Pizza m skinka champinjoner lök sardeller,100,E Fysisk form,E0147
759,Pizza m skinka champinjoner lök sardeller,100,F Värmebehandling,F0014
759,Pizza m skinka champinjoner lök sardeller,100,G Tillagning,G0005
759,Pizza m skinka champinjoner lök sardeller,100,H Industriell process,H0225
759,Pizza m skinka champinjoner lök sardeller,100,J Konserveringsmetod,J0003
759,Pizza m skinka champinjoner lök sardeller,100,K Förpackningsmedium,K0003
759,Pizza m skinka champinjoner lök sardeller,100,M Förpackningstyp,M0003
759,Pizza m skinka champinjoner lök sardeller,100,N Förpackningsmaterial,N0003
759,Pizza m skinka champinjoner lök sardeller,100,P Etikettinfo,P0026
759,Pizza m skinka champinjoner lök sardeller,100,R Land/område,R0376
760,Köttfärspaj fryst värmd,100,A Gruppindelning EuroFIR,A0822
760,Köttfärspaj fryst värmd,100,B Artklassificering,B1312
760,Köttfärspaj fryst värmd,100,C Del av växt/djur,C0208
760,Köttfärspaj fryst värmd,100,E Fysisk form,E0147
760,Köttfärspaj fryst värmd,100,F Värmebehandling,F0014
760,Köttfärspaj fryst värmd,100,G Tillagning,G0005
760,Köttfärspaj fryst värmd,100,H Industriell process,H0143
760,Köttfärspaj fryst värmd,100,H Industriell process,H0151
760,Köttfärspaj fryst värmd,100,H Industriell process,H0152
760,Köttfärspaj fryst värmd,100,H Industriell process,H0173
760,Köttfärspaj fryst värmd,100,H Industriell process,H0186
760,Köttfärspaj fryst värmd,100,H Industriell process,H0191
760,Köttfärspaj fryst värmd,100,H Industriell process,H0207
760,Köttfärspaj fryst värmd,100,H Industriell process,H0212
760,Köttfärspaj fryst värmd,100,H Industriell process,H0221
760,Köttfärspaj fryst värmd,100,J Konserveringsmetod,J0003
760,Köttfärspaj fryst värmd,100,K Förpackningsmedium,K0003
760,Köttfärspaj fryst värmd,100,M Förpackningstyp,M0003
760,Köttfärspaj fryst värmd,100,N Förpackningsmaterial,N0003
760,Köttfärspaj fryst värmd,100,P Etikettinfo,P0026
760,Köttfärspaj fryst värmd,100,R Land/område,R0376
761,Pirog köttpirog fryst värmd,100,A Gruppindelning EuroFIR,A0822
761,Pirog köttpirog fryst värmd,100,B Artklassificering,B1312
761,Pirog köttpirog fryst värmd,100,C Del av växt/djur,C0208
761,Pirog köttpirog fryst värmd,100,E Fysisk form,E0147
761,Pirog köttpirog fryst värmd,100,F Värmebehandling,F0014
761,Pirog köttpirog fryst värmd,100,G Tillagning,G0005
761,Pirog köttpirog fryst värmd,100,H Industriell process,H0148
761,Pirog köttpirog fryst värmd,100,H Industriell process,H0191
761,Pirog köttpirog fryst värmd,100,H Industriell process,H0207
761,Pirog köttpirog fryst värmd,100,H Industriell process,H0212
761,Pirog köttpirog fryst värmd,100,H Industriell process,H0221
761,Pirog köttpirog fryst värmd,100,H Industriell process,H0241
761,Pirog köttpirog fryst värmd,100,J Konserveringsmetod,J0003
761,Pirog köttpirog fryst värmd,100,K Förpackningsmedium,K0003
761,Pirog köttpirog fryst värmd,100,M Förpackningstyp,M0003
761,Pirog köttpirog fryst värmd,100,N Förpackningsmaterial,N0003
761,Pirog köttpirog fryst värmd,100,P Etikettinfo,P0026
761,Pirog köttpirog fryst värmd,100,R Land/område,R0376
762,Pizza Capricciosa rökt skinka fryst el kyld värmd,100,A Gruppindelning EuroFIR,A0822
762,Pizza Capricciosa rökt skinka fryst el kyld värmd,100,B Artklassificering,B1312
762,Pizza Capricciosa rökt skinka fryst el kyld värmd,100,C Del av växt/djur,C0208
762,Pizza Capricciosa rökt skinka fryst el kyld värmd,100,E Fysisk form,E0147
762,Pizza Capricciosa rökt skinka fryst el kyld värmd,100,F Värmebehandling,F0014
762,Pizza Capricciosa rökt skinka fryst el kyld värmd,100,G Tillagning,G0005
762,Pizza Capricciosa rökt skinka fryst el kyld värmd,100,H Industriell process,H0143
762,Pizza Capricciosa rökt skinka fryst el kyld värmd,100,H Industriell process,H0166
762,Pizza Capricciosa rökt skinka fryst el kyld värmd,100,H Industriell process,H0191
762,Pizza Capricciosa rökt skinka fryst el kyld värmd,100,H Industriell process,H0212
762,Pizza Capricciosa rökt skinka fryst el kyld värmd,100,H Industriell process,H0241
762,Pizza Capricciosa rökt skinka fryst el kyld värmd,100,H Industriell process,H0256
762,Pizza Capricciosa rökt skinka fryst el kyld värmd,100,J Konserveringsmetod,J0003
762,Pizza Capricciosa rökt skinka fryst el kyld värmd,100,K Förpackningsmedium,K0003
762,Pizza Capricciosa rökt skinka fryst el kyld värmd,100,M Förpackningstyp,M0003
762,Pizza Capricciosa rökt skinka fryst el kyld värmd,100,N Förpackningsmaterial,N0003
762,Pizza Capricciosa rökt skinka fryst el kyld värmd,100,P Etikettinfo,P0026
762,Pizza Capricciosa rökt skinka fryst el kyld värmd,100,R Land/område,R0376
763,Pizza Capricciosa rökt skinka restaurang,100,A Gruppindelning EuroFIR,A0822
763,Pizza Capricciosa rökt skinka restaurang,100,B Artklassificering,B1312
763,Pizza Capricciosa rökt skinka restaurang,100,C Del av växt/djur,C0208
763,Pizza Capricciosa rökt skinka restaurang,100,E Fysisk form,E0147
763,Pizza Capricciosa rökt skinka restaurang,100,F Värmebehandling,F0014
763,Pizza Capricciosa rökt skinka restaurang,100,G Tillagning,G0005
763,Pizza Capricciosa rökt skinka restaurang,100,H Industriell process,H0143
763,Pizza Capricciosa rökt skinka restaurang,100,H Industriell process,H0166
763,Pizza Capricciosa rökt skinka restaurang,100,H Industriell process,H0191
763,Pizza Capricciosa rökt skinka restaurang,100,H Industriell process,H0212
763,Pizza Capricciosa rökt skinka restaurang,100,H Industriell process,H0256
763,Pizza Capricciosa rökt skinka restaurang,100,J Konserveringsmetod,J0003
763,Pizza Capricciosa rökt skinka restaurang,100,K Förpackningsmedium,K0003
763,Pizza Capricciosa rökt skinka restaurang,100,M Förpackningstyp,M0003
763,Pizza Capricciosa rökt skinka restaurang,100,N Förpackningsmaterial,N0003
763,Pizza Capricciosa rökt skinka restaurang,100,P Etikettinfo,P0026
763,Pizza Capricciosa rökt skinka restaurang,100,R Land/område,R0376
764,Pizza Pepperoni rökt korv fryst värmd,100,A Gruppindelning EuroFIR,A0822
764,Pizza Pepperoni rökt korv fryst värmd,100,B Artklassificering,B1312
764,Pizza Pepperoni rökt korv fryst värmd,100,C Del av växt/djur,C0208
764,Pizza Pepperoni rökt korv fryst värmd,100,E Fysisk form,E0147
764,Pizza Pepperoni rökt korv fryst värmd,100,F Värmebehandling,F0014
764,Pizza Pepperoni rökt korv fryst värmd,100,G Tillagning,G0005
764,Pizza Pepperoni rökt korv fryst värmd,100,H Industriell process,H0143
764,Pizza Pepperoni rökt korv fryst värmd,100,H Industriell process,H0191
764,Pizza Pepperoni rökt korv fryst värmd,100,H Industriell process,H0212
764,Pizza Pepperoni rökt korv fryst värmd,100,H Industriell process,H0241
764,Pizza Pepperoni rökt korv fryst värmd,100,H Industriell process,H0256
764,Pizza Pepperoni rökt korv fryst värmd,100,J Konserveringsmetod,J0003
764,Pizza Pepperoni rökt korv fryst värmd,100,K Förpackningsmedium,K0003
764,Pizza Pepperoni rökt korv fryst värmd,100,M Förpackningstyp,M0003
764,Pizza Pepperoni rökt korv fryst värmd,100,N Förpackningsmaterial,N0003
764,Pizza Pepperoni rökt korv fryst värmd,100,P Etikettinfo,P0026
764,Pizza Pepperoni rökt korv fryst värmd,100,R Land/område,R0376
765,Pizza pan pizza rökt griskött fryst värmd,100,A Gruppindelning EuroFIR,A0822
765,Pizza pan pizza rökt griskött fryst värmd,100,B Artklassificering,B1312
765,Pizza pan pizza rökt griskött fryst värmd,100,C Del av växt/djur,C0208
765,Pizza pan pizza rökt griskött fryst värmd,100,E Fysisk form,E0147
765,Pizza pan pizza rökt griskött fryst värmd,100,F Värmebehandling,F0014
765,Pizza pan pizza rökt griskött fryst värmd,100,G Tillagning,G0005
765,Pizza pan pizza rökt griskött fryst värmd,100,H Industriell process,H0143
765,Pizza pan pizza rökt griskött fryst värmd,100,H Industriell process,H0191
765,Pizza pan pizza rökt griskött fryst värmd,100,H Industriell process,H0212
765,Pizza pan pizza rökt griskött fryst värmd,100,H Industriell process,H0241
765,Pizza pan pizza rökt griskött fryst värmd,100,H Industriell process,H0256
765,Pizza pan pizza rökt griskött fryst värmd,100,J Konserveringsmetod,J0003
765,Pizza pan pizza rökt griskött fryst värmd,100,K Förpackningsmedium,K0003
765,Pizza pan pizza rökt griskött fryst värmd,100,M Förpackningstyp,M0003
765,Pizza pan pizza rökt griskött fryst värmd,100,N Förpackningsmaterial,N0003
765,Pizza pan pizza rökt griskött fryst värmd,100,P Etikettinfo,P0026
765,Pizza pan pizza rökt griskött fryst värmd,100,R Land/område,R0376
766,Pizza pan pizza m rökt griskött restaurang,100,A Gruppindelning EuroFIR,A0822
766,Pizza pan pizza m rökt griskött restaurang,100,B Artklassificering,B1312
766,Pizza pan pizza m rökt griskött restaurang,100,C Del av växt/djur,C0208
766,Pizza pan pizza m rökt griskött restaurang,100,E Fysisk form,E0147
766,Pizza pan pizza m rökt griskött restaurang,100,F Värmebehandling,F0014
766,Pizza pan pizza m rökt griskött restaurang,100,G Tillagning,G0005
766,Pizza pan pizza m rökt griskött restaurang,100,H Industriell process,H0143
766,Pizza pan pizza m rökt griskött restaurang,100,H Industriell process,H0191
766,Pizza pan pizza m rökt griskött restaurang,100,H Industriell process,H0212
766,Pizza pan pizza m rökt griskött restaurang,100,H Industriell process,H0256
766,Pizza pan pizza m rökt griskött restaurang,100,J Konserveringsmetod,J0003
766,Pizza pan pizza m rökt griskött restaurang,100,K Förpackningsmedium,K0003
766,Pizza pan pizza m rökt griskött restaurang,100,M Förpackningstyp,M0003
766,Pizza pan pizza m rökt griskött restaurang,100,N Förpackningsmaterial,N0003
766,Pizza pan pizza m rökt griskött restaurang,100,P Etikettinfo,P0026
766,Pizza pan pizza m rökt griskött restaurang,100,R Land/område,R0376
767,Ost- o skinkpaj fryst värmd,100,A Gruppindelning EuroFIR,A0822
767,Ost- o skinkpaj fryst värmd,100,B Artklassificering,B1312
767,Ost- o skinkpaj fryst värmd,100,C Del av växt/djur,C0208
767,Ost- o skinkpaj fryst värmd,100,E Fysisk form,E0147
767,Ost- o skinkpaj fryst värmd,100,F Värmebehandling,F0014
767,Ost- o skinkpaj fryst värmd,100,G Tillagning,G0005
767,Ost- o skinkpaj fryst värmd,100,H Industriell process,H0143
767,Ost- o skinkpaj fryst värmd,100,H Industriell process,H0148
767,Ost- o skinkpaj fryst värmd,100,H Industriell process,H0184
767,Ost- o skinkpaj fryst värmd,100,H Industriell process,H0191
767,Ost- o skinkpaj fryst värmd,100,H Industriell process,H0207
767,Ost- o skinkpaj fryst värmd,100,H Industriell process,H0212
767,Ost- o skinkpaj fryst värmd,100,H Industriell process,H0241
767,Ost- o skinkpaj fryst värmd,100,H Industriell process,H0272
767,Ost- o skinkpaj fryst värmd,100,H Industriell process,H0296
767,Ost- o skinkpaj fryst värmd,100,J Konserveringsmetod,J0003
767,Ost- o skinkpaj fryst värmd,100,K Förpackningsmedium,K0003
767,Ost- o skinkpaj fryst värmd,100,M Förpackningstyp,M0003
767,Ost- o skinkpaj fryst värmd,100,N Förpackningsmaterial,N0003
767,Ost- o skinkpaj fryst värmd,100,P Etikettinfo,P0026
767,Ost- o skinkpaj fryst värmd,100,R Land/område,R0376
768,Paj lax spenat,100,A Gruppindelning EuroFIR,A0822
768,Paj lax spenat,100,B Artklassificering,B1201
768,Paj lax spenat,100,C Del av växt/djur,C0235
768,Paj lax spenat,100,E Fysisk form,E0147
768,Paj lax spenat,100,F Värmebehandling,F0014
768,Paj lax spenat,100,G Tillagning,G0005
768,Paj lax spenat,100,H Industriell process,H0225
768,Paj lax spenat,100,J Konserveringsmetod,J0003
768,Paj lax spenat,100,K Förpackningsmedium,K0003
768,Paj lax spenat,100,M Förpackningstyp,M0003
768,Paj lax spenat,100,N Förpackningsmaterial,N0003
768,Paj lax spenat,100,P Etikettinfo,P0026
768,Paj lax spenat,100,R Land/område,R0376
769,Pizza m räkor musslor,100,A Gruppindelning EuroFIR,A0822
769,Pizza m räkor musslor,100,B Artklassificering,B1312
769,Pizza m räkor musslor,100,C Del av växt/djur,C0134
769,Pizza m räkor musslor,100,E Fysisk form,E0147
769,Pizza m räkor musslor,100,F Värmebehandling,F0014
769,Pizza m räkor musslor,100,G Tillagning,G0005
769,Pizza m räkor musslor,100,H Industriell process,H0225
769,Pizza m räkor musslor,100,J Konserveringsmetod,J0003
769,Pizza m räkor musslor,100,K Förpackningsmedium,K0003
769,Pizza m räkor musslor,100,M Förpackningstyp,M0003
769,Pizza m räkor musslor,100,N Förpackningsmaterial,N0003
769,Pizza m räkor musslor,100,P Etikettinfo,P0026
769,Pizza m räkor musslor,100,R Land/område,R0376
770,Vol-au-vent m räkstuvning,100,A Gruppindelning EuroFIR,A0804
770,Vol-au-vent m räkstuvning,100,B Artklassificering,B1970
770,Vol-au-vent m räkstuvning,100,C Del av växt/djur,C0103
770,Vol-au-vent m räkstuvning,100,E Fysisk form,E0150
770,Vol-au-vent m räkstuvning,100,F Värmebehandling,F0014
770,Vol-au-vent m räkstuvning,100,G Tillagning,G0014
770,Vol-au-vent m räkstuvning,100,H Industriell process,H0001
770,Vol-au-vent m räkstuvning,100,J Konserveringsmetod,J0001
770,Vol-au-vent m räkstuvning,100,K Förpackningsmedium,K0003
770,Vol-au-vent m räkstuvning,100,M Förpackningstyp,M0001
770,Vol-au-vent m räkstuvning,100,N Förpackningsmaterial,N0001
770,Vol-au-vent m räkstuvning,100,P Etikettinfo,P0026
770,Vol-au-vent m räkstuvning,100,R Land/område,R0360
770,Vol-au-vent m räkstuvning,100,Z Utmärkande drag,Z0207
771,Skaldjurspaj fryst värmd,100,A Gruppindelning EuroFIR,A0822
771,Skaldjurspaj fryst värmd,100,B Artklassificering,B1312
771,Skaldjurspaj fryst värmd,100,C Del av växt/djur,C0208
771,Skaldjurspaj fryst värmd,100,E Fysisk form,E0147
771,Skaldjurspaj fryst värmd,100,F Värmebehandling,F0014
771,Skaldjurspaj fryst värmd,100,G Tillagning,G0005
771,Skaldjurspaj fryst värmd,100,H Industriell process,H0153
771,Skaldjurspaj fryst värmd,100,H Industriell process,H0184
771,Skaldjurspaj fryst värmd,100,H Industriell process,H0186
771,Skaldjurspaj fryst värmd,100,H Industriell process,H0241
771,Skaldjurspaj fryst värmd,100,J Konserveringsmetod,J0003
771,Skaldjurspaj fryst värmd,100,K Förpackningsmedium,K0003
771,Skaldjurspaj fryst värmd,100,M Förpackningstyp,M0003
771,Skaldjurspaj fryst värmd,100,N Förpackningsmaterial,N0003
771,Skaldjurspaj fryst värmd,100,P Etikettinfo,P0026
771,Skaldjurspaj fryst värmd,100,R Land/område,R0376
772,Pizza Marinara skaldjur restaurang,100,A Gruppindelning EuroFIR,A0822
772,Pizza Marinara skaldjur restaurang,100,B Artklassificering,B1312
772,Pizza Marinara skaldjur restaurang,100,C Del av växt/djur,C0208
772,Pizza Marinara skaldjur restaurang,100,E Fysisk form,E0147
772,Pizza Marinara skaldjur restaurang,100,F Värmebehandling,F0014
772,Pizza Marinara skaldjur restaurang,100,G Tillagning,G0005
772,Pizza Marinara skaldjur restaurang,100,H Industriell process,H0143
772,Pizza Marinara skaldjur restaurang,100,H Industriell process,H0153
772,Pizza Marinara skaldjur restaurang,100,H Industriell process,H0212
772,Pizza Marinara skaldjur restaurang,100,H Industriell process,H0256
772,Pizza Marinara skaldjur restaurang,100,J Konserveringsmetod,J0003
772,Pizza Marinara skaldjur restaurang,100,K Förpackningsmedium,K0003
772,Pizza Marinara skaldjur restaurang,100,M Förpackningstyp,M0003
772,Pizza Marinara skaldjur restaurang,100,N Förpackningsmaterial,N0003
772,Pizza Marinara skaldjur restaurang,100,P Etikettinfo,P0026
772,Pizza Marinara skaldjur restaurang,100,R Land/område,R0376
773,Pizza vegetarisk,100,A Gruppindelning EuroFIR,A0822
773,Pizza vegetarisk,100,B Artklassificering,B1276
773,Pizza vegetarisk,100,C Del av växt/djur,C0140
773,Pizza vegetarisk,100,E Fysisk form,E0147
773,Pizza vegetarisk,100,F Värmebehandling,F0014
773,Pizza vegetarisk,100,G Tillagning,G0005
773,Pizza vegetarisk,100,H Industriell process,H0225
773,Pizza vegetarisk,100,J Konserveringsmetod,J0003
773,Pizza vegetarisk,100,K Förpackningsmedium,K0003
773,Pizza vegetarisk,100,M Förpackningstyp,M0003
773,Pizza vegetarisk,100,N Förpackningsmaterial,N0003
773,Pizza vegetarisk,100,P Etikettinfo,P0026
773,Pizza vegetarisk,100,R Land/område,R0376
773,Pizza vegetarisk,100,Z Utmärkande drag,
774,Pizza Margherita ost tomatsås,100,A Gruppindelning EuroFIR,A0822
774,Pizza Margherita ost tomatsås,100,B Artklassificering,B1312
774,Pizza Margherita ost tomatsås,100,C Del av växt/djur,C0134
774,Pizza Margherita ost tomatsås,100,E Fysisk form,E0147
774,Pizza Margherita ost tomatsås,100,F Värmebehandling,F0014
774,Pizza Margherita ost tomatsås,100,G Tillagning,G0005
774,Pizza Margherita ost tomatsås,100,H Industriell process,H0225
774,Pizza Margherita ost tomatsås,100,J Konserveringsmetod,J0003
774,Pizza Margherita ost tomatsås,100,K Förpackningsmedium,K0003
774,Pizza Margherita ost tomatsås,100,M Förpackningstyp,M0003
774,Pizza Margherita ost tomatsås,100,N Förpackningsmaterial,N0003
774,Pizza Margherita ost tomatsås,100,P Etikettinfo,P0026
774,Pizza Margherita ost tomatsås,100,R Land/område,R0376
774,Pizza Margherita ost tomatsås,100,Z Utmärkande drag,
775,Kycklingburgare McDonalds,100,A Gruppindelning EuroFIR,A0799
775,Kycklingburgare McDonalds,100,B Artklassificering,B1198
775,Kycklingburgare McDonalds,100,C Del av växt/djur,C0268
775,Kycklingburgare McDonalds,100,E Fysisk form,E0151
775,Kycklingburgare McDonalds,100,F Värmebehandling,F0023
775,Kycklingburgare McDonalds,100,G Tillagning,G0029
775,Kycklingburgare McDonalds,100,H Industriell process,H0185
775,Kycklingburgare McDonalds,100,H Industriell process,H0212
775,Kycklingburgare McDonalds,100,H Industriell process,H0233
775,Kycklingburgare McDonalds,100,H Industriell process,H0256
775,Kycklingburgare McDonalds,100,H Industriell process,H0319
775,Kycklingburgare McDonalds,100,J Konserveringsmetod,J0003
775,Kycklingburgare McDonalds,100,K Förpackningsmedium,K0003
775,Kycklingburgare McDonalds,100,M Förpackningstyp,M0001
775,Kycklingburgare McDonalds,100,N Förpackningsmaterial,N0001
775,Kycklingburgare McDonalds,100,P Etikettinfo,P0026
775,Kycklingburgare McDonalds,100,R Land/område,R0376
776,Fiskburgare McDonalds,100,A Gruppindelning EuroFIR,A0804
776,Fiskburgare McDonalds,100,B Artklassificering,B1423
776,Fiskburgare McDonalds,100,C Del av växt/djur,C0268
776,Fiskburgare McDonalds,100,E Fysisk form,E0151
776,Fiskburgare McDonalds,100,F Värmebehandling,F0023
776,Fiskburgare McDonalds,100,G Tillagning,G0029
776,Fiskburgare McDonalds,100,H Industriell process,H0143
776,Fiskburgare McDonalds,100,H Industriell process,H0185
776,Fiskburgare McDonalds,100,H Industriell process,H0233
776,Fiskburgare McDonalds,100,H Industriell process,H0256
776,Fiskburgare McDonalds,100,H Industriell process,H0319
776,Fiskburgare McDonalds,100,H Industriell process,H0320
776,Fiskburgare McDonalds,100,J Konserveringsmetod,J0003
776,Fiskburgare McDonalds,100,K Förpackningsmedium,K0003
776,Fiskburgare McDonalds,100,M Förpackningstyp,M0001
776,Fiskburgare McDonalds,100,N Förpackningsmaterial,N0001
776,Fiskburgare McDonalds,100,P Etikettinfo,P0026
776,Fiskburgare McDonalds,100,R Land/område,R0376
777,Baguette m rostbiff potatissallad sallad,100,A Gruppindelning EuroFIR,A0822
777,Baguette m rostbiff potatissallad sallad,100,B Artklassificering,B1312
777,Baguette m rostbiff potatissallad sallad,100,C Del av växt/djur,C0208
777,Baguette m rostbiff potatissallad sallad,100,E Fysisk form,E0147
777,Baguette m rostbiff potatissallad sallad,100,F Värmebehandling,F0023
777,Baguette m rostbiff potatissallad sallad,100,G Tillagning,G0001
777,Baguette m rostbiff potatissallad sallad,100,H Industriell process,H0191
777,Baguette m rostbiff potatissallad sallad,100,H Industriell process,H0207
777,Baguette m rostbiff potatissallad sallad,100,H Industriell process,H0212
777,Baguette m rostbiff potatissallad sallad,100,H Industriell process,H0256
777,Baguette m rostbiff potatissallad sallad,100,H Industriell process,H0297
777,Baguette m rostbiff potatissallad sallad,100,J Konserveringsmetod,J0001
777,Baguette m rostbiff potatissallad sallad,100,K Förpackningsmedium,K0003
777,Baguette m rostbiff potatissallad sallad,100,M Förpackningstyp,M0001
777,Baguette m rostbiff potatissallad sallad,100,N Förpackningsmaterial,N0001
777,Baguette m rostbiff potatissallad sallad,100,P Etikettinfo,P0026
777,Baguette m rostbiff potatissallad sallad,100,R Land/område,R0376
778,Baguette grov m skaldjur tonfisk smögenröra sallad,100,A Gruppindelning EuroFIR,A0822
778,Baguette grov m skaldjur tonfisk smögenröra sallad,100,B Artklassificering,B1312
778,Baguette grov m skaldjur tonfisk smögenröra sallad,100,C Del av växt/djur,C0208
778,Baguette grov m skaldjur tonfisk smögenröra sallad,100,E Fysisk form,E0147
778,Baguette grov m skaldjur tonfisk smögenröra sallad,100,F Värmebehandling,F0023
778,Baguette grov m skaldjur tonfisk smögenröra sallad,100,G Tillagning,G0001
778,Baguette grov m skaldjur tonfisk smögenröra sallad,100,H Industriell process,H0151
778,Baguette grov m skaldjur tonfisk smögenröra sallad,100,H Industriell process,H0153
778,Baguette grov m skaldjur tonfisk smögenröra sallad,100,H Industriell process,H0207
778,Baguette grov m skaldjur tonfisk smögenröra sallad,100,H Industriell process,H0212
778,Baguette grov m skaldjur tonfisk smögenröra sallad,100,H Industriell process,H0256
778,Baguette grov m skaldjur tonfisk smögenröra sallad,100,H Industriell process,H0297
778,Baguette grov m skaldjur tonfisk smögenröra sallad,100,H Industriell process,H0319
778,Baguette grov m skaldjur tonfisk smögenröra sallad,100,J Konserveringsmetod,J0001
778,Baguette grov m skaldjur tonfisk smögenröra sallad,100,K Förpackningsmedium,K0003
778,Baguette grov m skaldjur tonfisk smögenröra sallad,100,M Förpackningstyp,M0001
778,Baguette grov m skaldjur tonfisk smögenröra sallad,100,N Förpackningsmaterial,N0001
778,Baguette grov m skaldjur tonfisk smögenröra sallad,100,P Etikettinfo,P0026
778,Baguette grov m skaldjur tonfisk smögenröra sallad,100,R Land/område,R0376
779,Baguette grov m ost skinka sallad lättmajonnäs,100,A Gruppindelning EuroFIR,A0822
779,Baguette grov m ost skinka sallad lättmajonnäs,100,B Artklassificering,B1312
779,Baguette grov m ost skinka sallad lättmajonnäs,100,C Del av växt/djur,C0208
779,Baguette grov m ost skinka sallad lättmajonnäs,100,E Fysisk form,E0147
779,Baguette grov m ost skinka sallad lättmajonnäs,100,F Värmebehandling,F0023
779,Baguette grov m ost skinka sallad lättmajonnäs,100,G Tillagning,G0001
779,Baguette grov m ost skinka sallad lättmajonnäs,100,H Industriell process,H0143
779,Baguette grov m ost skinka sallad lättmajonnäs,100,H Industriell process,H0148
779,Baguette grov m ost skinka sallad lättmajonnäs,100,H Industriell process,H0191
779,Baguette grov m ost skinka sallad lättmajonnäs,100,H Industriell process,H0207
779,Baguette grov m ost skinka sallad lättmajonnäs,100,H Industriell process,H0256
779,Baguette grov m ost skinka sallad lättmajonnäs,100,H Industriell process,H0263
779,Baguette grov m ost skinka sallad lättmajonnäs,100,H Industriell process,H0297
779,Baguette grov m ost skinka sallad lättmajonnäs,100,H Industriell process,H0319
779,Baguette grov m ost skinka sallad lättmajonnäs,100,J Konserveringsmetod,J0001
779,Baguette grov m ost skinka sallad lättmajonnäs,100,K Förpackningsmedium,K0003
779,Baguette grov m ost skinka sallad lättmajonnäs,100,M Förpackningstyp,M0001
779,Baguette grov m ost skinka sallad lättmajonnäs,100,N Förpackningsmaterial,N0001
779,Baguette grov m ost skinka sallad lättmajonnäs,100,P Etikettinfo,P0026
779,Baguette grov m ost skinka sallad lättmajonnäs,100,R Land/område,R0376
780,Bagel m salami philadelphiaost sallad oliv,100,A Gruppindelning EuroFIR,A0822
780,Bagel m salami philadelphiaost sallad oliv,100,B Artklassificering,B1312
780,Bagel m salami philadelphiaost sallad oliv,100,C Del av växt/djur,C0208
780,Bagel m salami philadelphiaost sallad oliv,100,E Fysisk form,E0147
780,Bagel m salami philadelphiaost sallad oliv,100,F Värmebehandling,F0023
780,Bagel m salami philadelphiaost sallad oliv,100,G Tillagning,G0001
780,Bagel m salami philadelphiaost sallad oliv,100,H Industriell process,H0143
780,Bagel m salami philadelphiaost sallad oliv,100,H Industriell process,H0191
780,Bagel m salami philadelphiaost sallad oliv,100,H Industriell process,H0207
780,Bagel m salami philadelphiaost sallad oliv,100,H Industriell process,H0212
780,Bagel m salami philadelphiaost sallad oliv,100,H Industriell process,H0256
780,Bagel m salami philadelphiaost sallad oliv,100,J Konserveringsmetod,J0001
780,Bagel m salami philadelphiaost sallad oliv,100,K Förpackningsmedium,K0003
780,Bagel m salami philadelphiaost sallad oliv,100,M Förpackningstyp,M0001
